source_file,team_code,tournament_name,round_number,side,opponent,win_loss,judge,num_positions,num_adv_inh_solv,num_offs,num_cards_total,num_cards_with_highlight,total_highlighted_words,parse_confidence,warnings,tournament_source
Georgetown-AgCo-Aff-01---Northwestern-Round-6.docx,Georgetown AC,Northwestern,6,aff,Liberty CL,W,"Layton Nagel, Jeff Cowan Connelly",2,2,0,0,0,0,medium,,Northwestern
