source_file,team_code,tournament_name,round_number,side,opponent,win_loss,judge,num_positions,num_adv_inh_solv,num_offs,num_cards_total,num_cards_with_highlight,total_highlighted_words,parse_confidence,warnings,tournament_source
MissouriState-NeSi-Aff-01-Northwestern-Round-1.docx,Missouri State NS,Northwestern,1,aff,Emory KS,L,"Shirts Revare, Graham Neal Nico",7,7,0,22,22,2100,high,,Northwestern
